aX;aY;aZ
0.05;0.04;0.98
0.09;0.00;1.01
0.16;-0.06;0.95
0.19;-0.02;0.99
0.07;-0.05;1.00
0.05;-0.05;0.95
0.00;-0.05;0.94
-0.07;-0.03;1.00
-0.12;0.09;1.34
-0.11;0.06;1.15
-0.17;0.05;0.95
-0.24;0.16;0.97
-0.36;0.10;0.93
-0.25;-0.10;1.47
-0.04;-0.17;1.01
0.02;0.07;0.89
0.03;0.05;0.88
0.02;-0.18;1.20
0.08;-0.01;1.03
0.06;0.02;0.99
0.14;0.12;1.01
-0.09;0.08;1.10
-0.02;0.08;1.00
-0.09;0.04;0.74
-0.09;-0.09;1.09
-0.10;-0.10;1.03
-0.08;-0.12;1.05
-0.04;-0.01;0.85
-0.07;-0.09;1.08
-0.04;-0.05;1.02
-0.09;0.03;1.01
-0.04;0.14;0.96
-0.10;-0.04;0.87
0.03;-0.06;0.89
-0.02;0.02;0.90
-0.02;0.05;1.15
0.04;0.06;0.99
0.05;0.04;1.00
0.07;-0.01;1.03
0.08;-0.02;1.05
0.07;-0.02;1.05
0.01;-0.01;1.01
-0.03;0.02;1.00
-0.13;0.03;0.95
-0.16;0.04;0.96
-0.12;0.03;1.01
-0.12;-0.03;1.00
-0.11;-0.04;1.03
-0.11;-0.06;1.01
-0.05;-0.03;1.02
-0.06;-0.03;1.03
-0.03;-0.02;0.99
0.03;0.03;1.01
0.01;0.06;0.96
0.03;0.03;1.01
0.07;0.02;1.01
0.06;0.08;1.01
0.04;0.03;1.02
0.09;-0.03;1.02
0.03;-0.01;1.01
-0.12;0.05;0.97
-0.14;0.05;0.97
-0.11;0.03;1.01
-0.14;-0.02;1.00
-0.10;-0.03;1.04
-0.12;-0.07;1.07
-0.05;-0.01;0.84
-0.00;-0.01;1.00
0.00;0.02;0.99
-0.03;0.01;0.96
0.00;-0.00;1.00
-0.01;0.04;0.87
-0.06;0.03;1.05
-0.02;-0.01;0.83
-0.07;-0.01;1.22
-0.13;0.10;0.95
-0.14;0.05;1.02
0.02;-0.12;0.99
0.05;-0.14;0.80
0.04;-0.02;0.73
-0.05;-0.16;1.33
0.03;-0.01;1.07
-0.02;0.02;0.98
0.07;0.19;0.93
-0.09;-0.06;1.05
-0.12;-0.03;0.81
-0.23;0.02;1.43
-0.10;0.11;0.94
-0.05;0.09;0.81
-0.03;0.04;1.00
0.01;-0.02;0.96
0.03;-0.03;0.98
0.01;-0.03;0.96
-0.06;-0.07;1.21
-0.03;-0.02;1.01
-0.02;-0.05;1.01
-0.04;-0.05;0.98
-0.19;-0.02;1.11
-0.09;0.01;0.94
-0.09;0.05;1.19
-0.04;0.15;0.95
-0.05;0.21;1.37
0.05;0.09;1.05
0.10;0.02;0.94
0.10;-0.01;0.92
-0.01;-0.12;1.53
0.00;-0.11;1.13
-0.04;-0.06;0.89
0.01;-0.12;0.79
-0.28;0.46;2.43
-0.28;-0.13;1.20
-0.32;-0.10;1.02
-0.22;0.00;1.13
-0.19;-0.09;1.27
-0.15;0.02;1.00
-0.03;0.10;0.98
0.00;0.11;0.96
0.00;0.15;0.97
0.08;0.10;0.92
0.20;-0.15;0.86
0.12;-0.09;0.96
-0.11;-0.26;1.31
-0.12;-0.12;1.03
-0.20;-0.09;0.98
-0.12;-0.04;1.01
-0.10;-0.00;1.00
-0.13;0.02;1.04
-0.13;0.03;1.05
-0.09;0.02;0.99
0.06;-0.05;0.93
0.05;-0.07;0.91
0.01;-0.08;0.97
-0.02;-0.04;1.45
-0.11;-0.02;1.10
-0.07;0.01;1.02
0.02;0.27;0.90
-0.24;0.02;1.02
-0.01;-0.05;0.77
-0.03;0.03;1.05
0.01;0.11;0.91
-0.00;0.04;1.02
0.05;-0.02;1.11
0.09;0.06;0.88
0.08;0.00;0.93
0.05;-0.06;0.95
0.01;-0.12;0.97
-0.12;-0.07;1.34
-0.10;-0.04;1.00
-0.09;-0.04;1.00
-0.24;0.08;1.11
-0.24;0.13;1.08
-0.14;-0.00;0.96
-0.12;0.02;0.97
-0.12;-0.01;1.02
-0.01;-0.09;1.04
0.03;0.02;0.92
0.04;0.01;0.93
0.02;-0.01;0.93
0.02;-0.02;1.36
-0.09;0.01;1.01
-0.04;-0.06;1.02
-0.12;0.12;1.09
-0.07;-0.02;0.94
-0.01;-0.12;0.76
-0.11;-0.07;0.61
-0.16;0.47;2.38
-0.05;-0.08;1.17
0.12;0.61;1.19
0.09;0.04;0.74
0.11;-0.08;0.91
0.04;-0.16;1.05
-0.02;-0.03;1.00
-0.06;-0.03;1.02
-0.05;0.05;0.74
-0.24;0.09;0.95
-0.06;0.01;1.00
-0.18;0.06;0.91
-0.18;-0.01;0.98
-0.01;-0.11;1.33
0.05;-0.06;0.98
0.06;-0.00;0.92
-0.02;0.03;0.91
0.02;-0.03;0.93
-0.12;-0.06;1.02
-0.12;0.04;0.96
-0.03;0.00;0.96
-0.02;-0.02;1.00
-0.02;-0.00;1.00
-0.02;0.02;1.00
-0.04;0.00;1.00
-0.07;-0.03;1.09
-0.10;-0.03;1.02
-0.03;-0.05;0.95
-0.00;0.01;0.85
-0.02;-0.03;0.94
-0.05;-0.03;0.97
-0.16;0.09;1.05
-0.18;-0.00;1.07
-0.14;-0.02;1.01
-0.14;-0.03;1.00
-0.13;-0.02;1.01
-0.18;0.01;1.12
-0.17;0.03;1.06
-0.10;-0.00;1.04
-0.04;0.02;0.96
0.16;-0.02;0.90
0.15;-0.04;0.90
0.13;-0.07;0.93
0.06;-0.06;0.93
-0.10;-0.05;1.02
-0.04;-0.05;0.97
-0.06;-0.11;1.14
-0.17;0.12;0.91
-0.27;0.14;0.91
-0.26;0.01;0.95
-0.20;-0.05;0.98
-0.09;-0.07;1.06
-0.03;-0.01;0.90
-0.10;-0.03;0.94
-0.07;-0.01;0.97
-0.01;-0.01;0.93
0.00;-0.04;1.04
-0.04;-0.17;1.20
0.02;0.02;0.95
0.07;0.00;1.02
0.03;0.08;0.90
-0.06;0.09;0.96
-0.06;0.04;0.94
-0.13;0.04;0.96
-0.07;0.00;1.07
-0.09;-0.05;1.00
-0.09;0.01;0.86
-0.11;0.00;0.87
-0.10;-0.02;0.85
-0.08;-0.05;0.95
-0.10;-0.02;0.94
-0.10;-0.00;0.93
-0.13;-0.24;1.14
-0.07;-0.06;1.06
-0.09;0.05;0.94
-0.10;0.13;0.86
-0.03;0.04;0.96
-0.04;0.04;0.97
-0.09;-0.01;1.19
0.05;-0.07;1.01
0.04;-0.05;1.01
0.06;-0.05;0.97
0.04;0.03;0.98
-0.02;-0.08;1.07
-0.05;-0.12;0.98
-0.19;-0.01;0.92
-0.13;-0.03;0.97
-0.31;0.08;1.49
-0.23;0.10;0.98
-0.27;0.04;0.90
-0.20;-0.04;1.22
-0.15;0.04;0.99
0.04;-0.05;0.97
0.11;0.03;0.85
0.05;0.04;0.92
0.08;-0.06;1.00
0.07;0.02;0.90
0.03;-0.03;1.08
0.02;-0.05;1.11
-0.12;0.02;0.96
-0.17;0.02;0.97
-0.24;0.06;0.91
-0.20;0.01;0.99
-0.08;-0.03;1.07
-0.04;-0.02;0.98
-0.04;-0.03;1.01
-0.05;0.00;0.96
-0.00;-0.05;0.95
0.02;-0.06;0.93
-0.03;-0.03;0.89
-0.09;-0.01;0.85
-0.07;0.05;1.15
-0.10;0.03;1.29
-0.20;0.04;0.93
-0.18;0.13;1.11
-0.02;0.05;1.00
-0.07;-0.05;0.97
-0.02;-0.05;0.98
-0.00;-0.09;0.95
-0.02;-0.07;0.91
-0.11;-0.06;0.88
-0.14;-0.07;0.94
-0.25;-0.06;1.10
-0.25;-0.06;1.07
-0.10;-0.05;1.09
-0.16;-0.06;1.04
-0.10;-0.00;1.00
-0.12;-0.01;1.11
-0.12;-0.02;1.04
0.01;-0.09;1.07
0.04;-0.11;0.99
0.15;-0.03;0.76
0.12;0.03;0.88
-0.03;0.05;0.90
-0.02;0.06;0.95
0.01;0.07;0.97
-0.23;-0.06;1.39
-0.28;0.02;0.87
-0.17;0.07;0.95
-0.13;-0.04;1.14
-0.10;-0.12;0.95
0.06;-0.06;0.95
0.07;-0.02;0.85
0.07;-0.03;0.92
-0.03;-0.02;0.93
-0.07;-0.14;1.09
-0.09;-0.02;1.02
-0.26;0.01;1.24
-0.25;0.08;0.97
-0.25;-0.05;0.96
-0.33;-0.03;1.58
-0.24;0.02;1.09
0.00;0.00;0.83
0.13;-0.03;0.76
0.07;-0.08;1.00
0.14;0.02;0.70
-0.16;0.05;2.27
-0.07;0.15;0.90
-0.02;0.04;1.01
-0.01;-0.01;1.01
-0.04;-0.01;1.01
-0.18;0.06;0.98
-0.26;0.02;1.00
-0.27;0.00;1.30
-0.20;0.08;0.93
0.09;-0.03;0.83
0.13;-0.13;0.96
0.12;-0.07;0.86
0.05;0.06;0.55
-0.25;-0.21;1.88
-0.10;0.17;0.91
-0.18;0.08;1.02
-0.14;0.11;0.97
-0.14;0.04;0.86
-0.15;0.05;0.98
-0.12;-0.08;1.55
-0.03;0.01;0.97
0.01;-0.01;0.93
0.02;-0.15;0.94
-0.01;-0.04;0.76
0.02;-0.06;1.27
-0.04;-0.01;1.08
-0.09;0.19;0.89
-0.11;0.07;0.81
0.01;-0.10;0.79
-0.06;0.12;0.94
-0.19;0.12;0.97
-0.04;-0.11;0.96
-0.10;-0.02;1.04
0.03;-0.01;0.86
-0.02;-0.01;0.85
-0.01;-0.07;0.82
-0.05;-0.13;1.05
-0.17;-0.10;1.02
-0.13;-0.05;0.98
-0.26;-0.10;1.16
-0.23;0.05;0.92
-0.18;-0.01;0.98
-0.16;-0.02;1.16
-0.09;-0.01;1.09
-0.01;0.03;0.98
0.06;-0.02;0.96
0.11;0.02;0.95
0.07;-0.02;0.95
0.07;-0.05;0.94
-0.03;-0.08;0.99
-0.16;-0.11;1.17
-0.21;0.03;0.95
-0.18;0.05;0.99
-0.12;0.08;1.00
-0.09;0.02;1.00
-0.13;-0.00;0.96
-0.13;0.00;0.99
-0.04;-0.02;0.98
-0.05;-0.06;1.13
0.00;0.03;1.02
-0.08;0.03;1.04
-0.10;-0.02;1.09
-0.11;-0.01;0.95
-0.02;-0.03;0.93
0.02;-0.04;0.91
-0.02;-0.10;0.93
-0.07;-0.05;1.26
-0.05;-0.00;1.16
-0.08;-0.00;1.04
-0.07;0.00;0.96
-0.12;0.04;0.97
-0.06;0.02;1.00
-0.08;0.03;1.00
-0.10;0.01;1.24
0.00;0.01;0.95
-0.02;-0.07;1.01
-0.05;-0.04;0.97
-0.10;-0.05;0.94
-0.08;-0.04;0.92
-0.09;-0.09;1.22
-0.06;-0.03;1.09
-0.04;-0.04;1.04
-0.05;0.01;1.00
-0.04;0.06;1.00
-0.11;0.00;0.98
0.02;0.11;0.92
-0.08;0.07;0.98
0.02;-0.08;1.46
-0.06;-0.13;1.08
-0.10;0.04;1.02
-0.09;0.04;0.91
-0.05;0.00;0.89
-0.01;-0.05;0.80
-0.03;-0.05;0.74
-0.01;-0.09;0.73
-0.12;-0.09;0.94
-0.09;0.07;0.44
-0.25;-0.14;1.57
-0.11;0.12;0.92
-0.17;0.04;0.96
-0.13;-0.06;0.98
-0.10;-0.02;1.00
0.03;-0.00;1.02
0.03;0.02;0.97
0.06;0.03;0.98
-0.01;-0.01;0.97
-0.01;-0.18;1.05
-0.00;-0.03;0.96
-0.03;-0.03;0.98
-0.02;-0.09;0.96
-0.09;-0.07;0.95
-0.26;0.09;0.98
-0.31;0.07;0.93
-0.24;-0.03;1.11
-0.20;-0.03;1.05
-0.16;0.00;0.98
-0.02;-0.05;0.94
-0.04;-0.02;0.92
0.05;-0.02;1.01
0.09;0.02;1.02
0.03;-0.02;0.86
0.00;0.04;0.76
0.08;-0.08;0.95
-0.05;0.08;1.16
-0.06;-0.01;1.01
-0.14;0.07;0.96
-0.18;0.05;0.94
-0.33;0.11;1.00
-0.18;-0.07;1.13
-0.02;-0.08;0.97
-0.00;-0.05;0.90
-0.04;0.02;0.75
-0.08;0.02;0.72
-0.13;-0.28;1.27
-0.15;-0.07;1.01
-0.06;-0.12;1.06
-0.04;-0.13;1.10
-0.09;0.05;0.96
-0.13;0.10;0.93
-0.11;0.02;0.95
-0.12;0.02;0.97
-0.08;0.03;1.07
-0.04;-0.05;1.01
0.05;-0.11;0.99
0.02;-0.06;0.92
-0.03;-0.04;0.93
-0.07;-0.03;0.94
-0.12;-0.04;0.97
-0.13;-0.12;1.12
-0.10;-0.02;0.97
-0.20;0.03;0.98
-0.15;0.08;0.94
-0.34;0.00;1.34
-0.20;-0.02;1.15
-0.02;-0.08;0.93
0.09;-0.09;0.90
0.11;-0.01;0.90
0.03;-0.05;0.92
-0.02;0.01;0.91
-0.06;-0.09;1.22
-0.13;0.11;1.10
-0.13;0.03;0.98
-0.22;0.03;0.96
-0.13;0.04;1.04
-0.16;-0.00;1.03
-0.11;-0.06;1.01
-0.07;-0.08;0.95
-0.03;-0.01;0.87
-0.02;-0.01;0.89
-0.06;-0.17;1.03
-0.13;0.02;1.03
-0.15;0.04;0.99
-0.19;0.02;0.97
-0.22;0.03;0.94
-0.19;0.04;0.96
-0.06;-0.09;1.04
0.10;0.01;0.94
0.09;0.06;0.97
0.14;-0.00;0.95
0.11;-0.02;0.94
0.09;-0.05;1.02
-0.05;0.02;1.01
-0.13;0.00;0.96
-0.18;-0.05;1.13
-0.04;-0.07;1.02
-0.11;-0.03;0.99
-0.09;-0.03;0.98
-0.09;-0.06;1.12
-0.06;-0.06;1.00
-0.11;0.04;1.03
-0.11;0.00;1.00
-0.05;-0.03;1.02
-0.03;0.00;1.04
0.10;0.11;1.03
-0.08;0.12;0.93
-0.09;-0.04;0.97
-0.17;0.08;0.80
-0.12;0.03;0.95
0.05;0.00;1.06
0.11;-0.03;0.94
0.06;-0.14;1.14
-0.00;-0.07;1.01
0.02;-0.00;1.02
0.04;-0.02;1.00
0.01;-0.00;1.03
-0.04;-0.01;0.99
-0.24;0.08;1.05
-0.18;-0.00;1.03
-0.21;0.01;0.96
-0.19;-0.01;1.02
-0.03;-0.15;1.14
0.04;0.01;0.97
0.08;0.08;0.91
0.05;0.03;0.93
0.06;-0.00;0.89
0.02;0.03;1.23
-0.02;0.05;1.02
-0.05;-0.00;0.99
-0.09;0.02;0.95
-0.12;-0.03;0.97
-0.15;-0.01;0.99
-0.11;-0.04;1.15
-0.10;-0.02;0.98
-0.05;-0.02;0.96
-0.04;-0.03;0.93
-0.05;-0.06;0.95
-0.10;-0.05;0.92
-0.09;-0.03;0.97
-0.11;-0.10;0.99
-0.10;0.03;0.99
-0.07;-0.01;1.01
-0.06;0.04;0.99
-0.12;0.04;0.92
-0.04;-0.05;1.01
-0.01;-0.04;1.04
0.03;0.00;1.01
0.01;-0.01;0.99
0.04;0.02;1.01
0.02;0.02;0.94
-0.00;-0.04;1.12
-0.01;-0.05;0.99
-0.01;-0.03;1.04
-0.02;-0.08;1.03
-0.05;-0.02;1.02
-0.24;0.07;0.84
-0.20;0.07;0.92
-0.24;-0.01;1.00
-0.23;-0.15;1.54
-0.10;-0.10;1.00
-0.01;-0.10;0.98
-0.00;0.05;0.92
-0.00;0.13;0.71
0.05;-0.03;0.94
0.04;-0.02;0.89
-0.21;0.13;0.84
0.16;-0.03;1.37
-0.10;0.02;0.98
-0.15;0.03;0.93
-0.15;0.00;0.99
-0.15;-0.00;0.97
-0.18;-0.05;1.31
-0.08;-0.09;1.03
-0.11;-0.09;0.97
0.02;0.07;0.93
-0.02;0.06;0.73
-0.04;-0.05;0.94
-0.04;-0.05;0.94
-0.02;0.02;0.72
-0.04;0.10;2.00
-0.04;0.03;0.99
-0.14;0.13;0.76
-0.12;-0.06;1.04
-0.11;0.04;1.00
-0.15;0.06;1.01
0.03;-0.05;1.29
0.02;-0.06;1.02
-0.04;-0.03;0.92
-0.04;-0.01;0.92
-0.05;-0.00;0.91
-0.08;-0.01;0.90
-0.14;-0.12;1.07
-0.12;0.03;0.98
-0.14;0.01;1.00
-0.04;0.02;0.98
-0.15;0.04;0.93
-0.13;-0.02;0.99
-0.04;-0.02;1.08
-0.02;-0.04;0.93
0.07;-0.01;0.94
0.03;0.02;0.91
0.02;0.01;0.93
-0.05;-0.04;0.92
-0.10;-0.45;1.09
-0.14;0.14;1.28
-0.16;0.04;1.11
-0.15;0.04;0.96
-0.09;-0.02;1.00
-0.20;0.06;0.92
-0.13;0.00;1.01
0.01;-0.07;1.25
0.03;-0.03;0.96
0.03;-0.02;1.00
0.04;0.02;0.96
0.04;-0.00;0.93
0.01;0.01;0.95
-0.05;-0.03;1.09
-0.14;-0.05;1.01
-0.11;-0.07;1.05
-0.07;-0.04;1.00
-0.08;-0.02;1.00
-0.20;0.02;1.03
-0.12;0.02;1.01
-0.18;0.01;1.02
-0.17;-0.02;1.05
-0.11;-0.14;1.02
0.01;-0.01;0.95
0.01;-0.00;0.94
-0.05;-0.08;1.01
-0.05;-0.03;1.00
0.01;0.01;0.91
0.05;0.03;0.93
-0.07;-0.20;1.18
0.00;-0.05;0.99
-0.02;-0.05;1.08
-0.11;0.09;0.79
-0.24;0.12;0.93
-0.23;0.02;0.82
-0.18;-0.03;0.90
-0.21;-0.13;1.58
-0.04;-0.17;1.05
-0.04;0.00;0.98
-0.05;0.16;1.02
0.05;0.07;1.00
0.13;-0.04;1.04
0.10;-0.05;0.97
-0.02;-0.04;0.94
0.00;-0.05;0.83
0.15;0.04;0.99
-0.14;-0.06;1.24
-0.26;0.13;0.82
-0.19;0.05;0.95
-0.14;-0.02;1.01
-0.07;0.06;1.19
-0.05;-0.09;0.99
-0.03;-0.03;0.98
-0.01;0.04;0.96
-0.03;0.01;0.86
-0.01;-0.06;0.95
-0.02;-0.09;1.00
-0.01;-0.09;0.94
-0.00;-0.10;0.99
-0.02;-0.02;1.03
-0.05;0.02;1.02
-0.09;0.08;0.97
-0.31;0.18;0.92
-0.26;-0.00;1.01
-0.31;-0.01;1.02
-0.16;-0.04;1.60
-0.04;0.06;1.00
0.11;-0.02;0.92
0.02;-0.00;0.85
-0.00;0.01;0.85
0.04;-0.16;1.12
-0.01;-0.05;0.87
0.01;0.01;0.67
0.07;-0.02;0.99
-0.11;-0.03;1.36
-0.17;0.13;0.92
-0.26;0.14;0.96
-0.21;0.09;0.85
-0.28;0.01;1.01
-0.14;0.03;0.85
-0.07;-0.07;0.90
0.05;-0.07;0.89
0.01;-0.03;0.93
-0.00;0.03;0.94
-0.01;0.02;0.98
-0.02;0.00;0.98
-0.02;-0.01;0.97
0.01;-0.01;0.96
0.05;-0.03;1.15
-0.22;0.14;0.95
-0.17;-0.02;0.94
-0.31;0.12;0.78
-0.15;0.12;1.78
-0.06;-0.01;1.07
-0.01;-0.02;0.94
0.02;-0.02;0.94
-0.02;-0.00;0.95
0.03;-0.02;1.11
0.07;-0.08;0.95
0.01;0.04;0.68
-0.25;-0.05;1.28
0.12;-0.11;1.12
-0.21;0.07;0.98
-0.28;0.15;1.03
-0.16;-0.00;0.90
-0.25;-0.04;1.03
-0.07;-0.02;1.46
-0.06;-0.08;0.88
0.09;-0.06;0.88
0.04;0.01;0.92
0.06;0.04;0.95
0.00;0.03;0.78
0.02;0.04;1.00
-0.12;-0.00;1.53
-0.22;0.10;0.91
-0.18;0.08;0.94
-0.27;0.04;0.95
-0.29;-0.06;1.31
-0.16;0.04;0.99
-0.03;-0.01;0.95
0.02;-0.01;0.93
-0.01;-0.02;0.96
-0.01;-0.11;1.02
-0.01;-0.10;0.99
-0.03;-0.01;0.95
-0.07;0.06;1.03
-0.02;0.04;1.03
-0.16;0.03;1.06
-0.19;0.01;1.08
-0.16;0.10;1.03
-0.20;0.14;0.66
-0.23;0.01;1.07
-0.13;-0.01;1.05
0.02;-0.03;0.93
0.06;-0.04;0.87
0.02;-0.10;0.84
0.03;-0.19;1.02
0.02;-0.07;1.02
-0.06;0.02;1.02
-0.02;0.01;1.00
-0.13;0.11;0.99
-0.19;0.13;0.97
-0.19;0.04;0.98
-0.27;0.13;0.82
-0.18;-0.09;0.96
-0.07;-0.10;1.04
0.01;-0.05;1.00
-0.04;-0.01;0.99
-0.03;0.06;0.91
-0.05;-0.03;1.11
0.03;0.01;1.04
-0.04;0.01;1.01
-0.02;0.01;1.03
-0.12;0.07;0.99
-0.21;0.09;0.95
-0.33;0.06;0.92
-0.21;-0.00;0.98
-0.16;-0.04;0.99
-0.07;-0.03;1.55
-0.05;-0.04;1.01
-0.00;-0.01;1.00
0.05;0.04;0.83
0.05;0.00;0.73
0.00;-0.30;1.58
-0.07;0.02;0.68
0.12;-0.06;1.14
-0.03;0.03;0.98
-0.08;0.08;1.00
-0.26;0.06;0.92
-0.20;-0.13;0.80
-0.10;0.01;1.10
-0.13;-0.03;0.98
-0.02;-0.06;1.07
-0.00;-0.01;1.03
-0.05;0.03;1.00
-0.02;0.03;1.03
0.02;0.01;1.00
-0.01;0.02;1.03
0.01;0.01;1.01
-0.05;0.03;1.01
-0.07;0.04;1.00
-0.13;0.12;0.89
-0.20;-0.00;1.09
-0.19;0.07;0.92
-0.17;0.07;0.97
-0.13;-0.02;0.98
-0.04;-0.08;1.01
0.10;-0.08;1.00
0.04;0.02;0.97
0.05;0.06;0.87
0.03;0.03;1.07
-0.04;0.05;1.00
-0.02;0.03;1.01
-0.02;0.04;0.99
-0.20;0.14;0.99
-0.18;0.09;1.02
-0.27;-0.10;0.76
-0.17;0.01;0.89
-0.15;-0.02;0.98
-0.06;-0.05;1.01
-0.01;-0.00;1.01
-0.03;0.02;1.04
0.00;0.02;0.99
0.02;-0.03;0.95
-0.11;-0.01;1.30
-0.03;0.05;0.99
-0.05;0.03;1.03
-0.04;0.03;1.01
-0.08;0.04;0.98
-0.20;0.07;0.99
-0.10;-0.18;0.90
-0.15;0.12;0.84
-0.19;0.03;0.96
-0.20;-0.03;0.95
-0.06;-0.02;1.71
-0.04;-0.03;0.89
0.09;0.11;0.95
0.09;0.07;0.80
0.11;-0.06;0.91
0.04;-0.16;1.18
-0.28;0.04;1.38
0.14;0.01;1.01
-0.15;0.07;0.95
-0.20;0.09;0.96
-0.13;0.01;1.00
-0.33;0.09;0.90
-0.24;-0.01;0.96
-0.16;-0.06;1.00
-0.05;-0.07;0.93
0.04;0.04;0.93
0.03;0.03;0.91
0.07;-0.06;0.94
-0.03;-0.21;1.37
-0.05;-0.00;0.82
-0.36;0.08;1.83
-0.12;0.11;0.99
-0.13;0.10;0.99
-0.24;0.03;0.97
-0.25;0.01;1.01
-0.22;-0.03;0.96
-0.18;-0.06;0.98
0.05;-0.11;1.17
0.01;-0.03;0.97
0.03;0.03;0.96
0.05;-0.07;1.04
-0.05;0.02;1.22
-0.03;0.04;1.00
0.02;0.03;1.02
-0.03;0.06;1.00
-0.10;0.10;0.99
-0.28;0.03;1.01
-0.19;-0.05;1.00
-0.36;-0.05;0.96
-0.33;-0.11;0.95
0.01;-0.19;0.96
0.00;0.03;0.77
0.06;0.15;0.89
0.02;0.10;0.69
0.10;-0.06;1.54
-0.10;0.00;1.03
-0.26;0.11;1.61
-0.11;0.11;1.01
-0.11;0.07;0.98
-0.24;-0.04;0.97
-0.32;0.06;0.94
-0.15;-0.09;1.56
0.01;-0.18;1.08
0.05;-0.05;0.91
-0.03;0.09;0.75
-0.04;-0.01;1.06
-0.12;-0.09;0.99
-0.17;-0.07;1.29
-0.06;0.04;1.01
-0.01;0.01;1.04
-0.13;0.07;0.97
-0.28;0.12;0.91
-0.36;0.12;0.90
-0.33;0.03;0.91
0.00;-0.21;1.41
0.03;-0.08;0.87
0.15;0.04;0.77
0.09;0.08;0.86
-0.09;0.02;0.85
-0.16;-0.20;0.98
-0.08;-0.02;0.92
-0.12;-0.00;0.97
-0.11;-0.00;0.98
-0.20;0.04;0.96
-0.22;0.07;0.97
-0.18;-0.01;0.97
-0.20;-0.04;0.98
-0.23;-0.10;0.96
-0.14;-0.16;1.47
-0.02;-0.12;0.96
0.06;0.02;0.94
0.05;0.07;0.71
-0.13;0.16;1.25
-0.00;0.12;0.99
0.00;0.06;1.00
0.01;0.07;1.02
-0.07;0.10;0.98
-0.28;0.10;0.85
-0.16;0.02;0.96
-0.18;-0.03;0.97
-0.21;-0.03;0.96
-0.14;-0.10;1.02
0.01;-0.18;0.99
0.01;-0.12;0.98
0.00;0.06;0.88
0.02;0.04;1.09
-0.00;0.04;0.99
0.03;0.07;1.01
0.29;0.43;1.08
-0.06;0.11;1.19
-0.06;0.09;0.73
-0.06;-0.04;0.86
-0.12;-0.17;0.88
-0.35;0.35;1.78
-0.11;-0.03;0.84
-0.02;-0.13;1.16
0.03;-0.03;1.03
0.02;0.09;1.02
0.01;0.05;1.01
0.02;0.03;1.01
0.04;0.01;1.01
0.01;0.17;1.05
0.02;0.07;1.00
-0.03;0.08;0.89
-0.06;0.07;0.86
-0.02;-0.01;0.80
-0.29;-0.09;0.78
-0.25;0.42;1.96
-0.01;-0.22;0.87
0.03;-0.15;1.11
0.04;0.03;1.02
0.05;0.12;1.01
0.03;0.11;1.00
0.03;0.30;0.86
-0.08;0.22;1.09
0.11;0.08;1.05
0.02;0.08;1.09
-0.04;0.02;0.92
-0.02;0.02;0.77
-0.11;-0.01;0.92
-0.22;-0.02;0.83
-0.06;-0.04;1.02
-0.00;-0.01;0.96
0.01;0.04;1.05
0.01;0.12;0.98
0.01;0.06;0.98
0.03;0.01;1.05
0.02;0.06;1.00
-0.05;0.16;0.94
-0.03;0.09;1.26
-0.12;0.06;0.84
-0.10;-0.04;0.85
-0.16;0.04;0.90
-0.17;0.06;1.18
-0.08;0.01;0.96
-0.02;-0.02;0.98
0.06;-0.02;1.09
0.06;-0.02;1.01
-0.01;0.05;1.01
0.02;0.05;1.01
0.04;0.07;1.01
-0.05;0.15;0.89
-0.01;0.07;1.31
-0.11;0.05;0.80
-0.12;0.00;0.76
-0.39;0.34;1.56
-0.12;0.06;0.89
-0.04;-0.08;0.98
-0.02;-0.09;1.09
-0.00;-0.04;1.05
-0.02;0.03;1.01
-0.01;0.06;1.00
-0.02;0.06;1.02
-0.05;0.02;1.01
-0.13;0.03;0.99
-0.14;0.03;0.99
-0.18;-0.05;1.03
-0.24;-0.09;1.06
-0.24;-0.23;1.12
-0.15;-0.26;1.13
-0.01;-0.20;1.03
-0.00;-0.10;0.77
-0.01;0.13;0.66
-0.02;0.22;0.56
-0.05;0.22;0.63
0.05;-0.21;1.11
-0.24;-0.10;1.37
-0.01;0.04;0.62
-0.05;0.08;1.28
-0.20;0.06;1.12
-0.17;0.06;1.17
-0.22;0.03;1.08
-0.15;0.04;0.99
-0.06;0.08;0.88
-0.02;0.12;0.90
0.00;0.11;0.93
-0.02;0.10;1.04
0.01;0.10;1.01
0.08;0.20;1.47
0.08;0.10;1.21
-0.06;0.10;0.94
-0.13;0.09;1.01
-0.02;0.11;0.99
0.01;-0.03;1.01
-0.05;-0.08;1.00
-0.03;-0.11;1.03
0.00;-0.17;1.03
0.03;-0.22;0.98
-0.03;-0.20;0.96
-0.01;-0.16;1.01
-0.06;-0.01;0.99
-0.01;0.12;1.02
0.13;0.01;1.18
-0.11;0.12;1.13
0.01;0.12;0.86
-0.03;0.14;0.91
-0.04;0.12;0.88
0.12;-0.12;1.08
0.11;-0.16;0.98
0.05;-0.31;0.98
0.03;-0.33;1.01
-0.00;-0.15;0.99
-0.04;-0.22;0.97
-0.14;-0.13;1.17
-0.02;-0.01;1.01
-0.08;0.04;1.02
-0.01;0.10;0.73
-0.07;0.12;0.82
0.08;0.15;0.89
0.08;0.16;0.96
0.02;0.14;0.94
0.01;0.06;0.96
-0.07;0.05;1.03
0.09;-0.05;1.08
-0.05;-0.09;1.24
0.02;-0.04;0.96
0.05;-0.07;0.97
0.05;-0.07;0.82
0.04;-0.06;0.86
